Issuance Date,Quantity Issued,Serial Number,Vintage1,Project Type,Product Type
2021-08-03T11:40:28Z,5922,GS1-1-BD-GS4401-16-2016-21398-1-5922,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:40:28Z,5203,GS1-1-BD-GS4401-16-2015-21397-1-5203,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:37:58Z,5914,GS1-1-BD-GS4400-16-2016-21396-1-5914,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:37:58Z,5608,GS1-1-BD-GS4400-16-2015-21395-1-5608,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:32:48Z,5907,GS1-1-BD-GS4399-16-2016-21394-1-5907,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:32:48Z,6023,GS1-1-BD-GS4399-16-2015-21393-1-6023,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:26:50Z,5906,GS1-1-BD-GS4398-16-2016-21392-1-5906,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:26:49Z,6042,GS1-1-BD-GS4398-16-2015-21391-1-6042,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:23:30Z,5898,GS1-1-BD-GS4397-16-2016-21390-1-5898,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:23:30Z,6506,GS1-1-BD-GS4397-16-2015-21389-1-6506,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:21:09Z,5891,GS1-1-BD-GS4396-16-2016-21388-1-5891,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:21:09Z,6890,GS1-1-BD-GS4396-16-2015-21387-1-6890,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:17:55Z,5887,GS1-1-BD-GS4395-16-2016-21386-1-5887,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:17:55Z,7129,GS1-1-BD-GS4395-16-2015-21385-1-7129,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:15:37Z,5880,GS1-1-BD-GS4394-16-2016-21384-1-5880,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:15:37Z,7497,GS1-1-BD-GS4394-16-2015-21383-1-7497,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:13:25Z,5869,GS1-1-BD-GS4393-16-2016-21382-1-5869,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:13:25Z,8103,GS1-1-BD-GS4393-16-2015-21381-1-8103,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:10:46Z,5868,GS1-1-BD-GS4392-16-2016-21380-1-5868,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:10:46Z,8142,GS1-1-BD-GS4392-16-2015-21379-1-8142,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:08:35Z,5863,GS1-1-BD-GS4391-16-2016-21378-1-5863,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:08:35Z,8408,GS1-1-BD-GS4391-16-2015-21377-1-8408,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:04:42Z,5856,GS1-1-BD-GS4390-16-2016-21376-1-5856,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:04:42Z,8755,GS1-1-BD-GS4390-16-2015-21375-1-8755,2015,Energy Efficiency - Domestic,VER
2021-08-03T11:02:06Z,5855,GS1-1-BD-GS4389-16-2016-21374-1-5855,2016,Energy Efficiency - Domestic,VER
2021-08-03T11:02:06Z,8815,GS1-1-BD-GS4389-16-2015-21373-1-8815,2015,Energy Efficiency - Domestic,VER
2021-08-03T10:59:16Z,5846,GS1-1-BD-GS4388-16-2016-21372-1-5846,2016,Energy Efficiency - Domestic,VER
2021-08-03T10:59:16Z,9339,GS1-1-BD-GS4388-16-2015-21371-1-9339,2015,Energy Efficiency - Domestic,VER
2021-08-03T10:54:07Z,5840,GS1-1-BD-GS4387-16-2016-21370-1-5840,2016,Energy Efficiency - Domestic,VER
2021-08-03T10:54:07Z,9645,GS1-1-BD-GS4387-16-2015-21369-1-9645,2015,Energy Efficiency - Domestic,VER
2021-08-03T10:46:03Z,5836,GS1-1-BD-GS4386-16-2016-21368-1-5836,2016,Energy Efficiency - Domestic,VER
2021-08-03T10:46:03Z,9873,GS1-1-BD-GS4386-16-2015-21367-1-9873,2015,Energy Efficiency - Domestic,VER
2021-07-30T08:38:53Z,67573,GS1-1-IN-GS5698-12-2020-21366-1-67573,2020,Wind,VER
2021-07-30T08:38:53Z,130085,GS1-1-IN-GS5698-12-2019-21365-1-130085,2019,Wind,VER
2021-07-30T08:38:53Z,100685,GS1-1-IN-GS5698-12-2018-21364-1-100685,2018,Wind,VER
2021-07-30T04:17:50Z,6752,IN-5-265454678-2-2-0-121 - IN-5-265461429-2-2-0-121,2020,Biogas - Heat,CER
2021-07-30T04:16:47Z,9450,IN-5-265445228-2-2-0-121 - IN-5-265454677-2-2-0-121,2019,Biogas - Heat,CER
2021-07-29T04:53:58Z,231,GS1-1-RW-GS6790-16-2021-21361-1-231,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:53:58Z,2113,GS1-1-RW-GS6790-16-2020-21360-1-2113,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:52:46Z,231,GS1-1-RW-GS6789-16-2021-21359-1-231,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:52:46Z,2113,GS1-1-RW-GS6789-16-2020-21358-1-2113,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:50:52Z,231,GS1-1-RW-GS6788-16-2021-21357-1-231,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:50:52Z,2088,GS1-1-RW-GS6788-16-2020-21356-1-2088,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:49:12Z,184,GS1-1-RW-GS6787-16-2021-21355-1-184,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:49:12Z,1690,GS1-1-RW-GS6787-16-2020-21354-1-1690,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:47:57Z,277,GS1-1-RW-GS6786-16-2021-21353-1-277,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:47:57Z,2535,GS1-1-RW-GS6786-16-2020-21352-1-2535,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:46:28Z,277,GS1-1-RW-GS4203-16-2021-21351-1-277,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:46:28Z,2535,GS1-1-RW-GS4203-16-2020-21350-1-2535,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:44:58Z,323,GS1-1-RW-GS4202-16-2021-21349-1-323,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:44:58Z,2919,GS1-1-RW-GS4202-16-2020-21348-1-2919,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:43:19Z,231,GS1-1-RW-GS3433-16-2021-21347-1-231,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:43:19Z,2113,GS1-1-RW-GS3433-16-2020-21346-1-2113,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:41:25Z,231,GS1-1-RW-GS3432-16-2021-21345-1-231,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:41:25Z,2113,GS1-1-RW-GS3432-16-2020-21344-1-2113,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:39:19Z,231,GS1-1-RW-GS3431-16-2021-21343-1-231,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:39:19Z,2113,GS1-1-RW-GS3431-16-2020-21342-1-2113,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:37:00Z,231,GS1-1-RW-GS3430-16-2021-21341-1-231,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:37:00Z,2113,GS1-1-RW-GS3430-16-2020-21340-1-2113,2020,Energy Efficiency - Domestic,VER
2021-07-29T04:35:31Z,231,GS1-1-RW-GS3306-16-2021-21339-1-231,2021,Energy Efficiency - Domestic,VER
2021-07-29T04:35:31Z,2106,GS1-1-RW-GS3306-16-2020-21338-1-2106,2020,Energy Efficiency - Domestic,VER
2021-07-28T10:33:28Z,7935,GS1-1-UG-GS6604-16-2020-21337-1-7935,2020,Energy Efficiency - Domestic,VER
2021-07-28T10:33:28Z,32703,GS1-1-UG-GS6604-16-2019-21336-1-32703,2019,Energy Efficiency - Domestic,VER
2021-07-28T10:33:28Z,8256,GS1-1-UG-GS6604-16-2018-21335-1-8256,2018,Energy Efficiency - Domestic,VER
2021-07-28T10:24:42Z,33426,GS1-1-IN-GS1021-16-2020-21334-1-33426,2020,Energy Efficiency - Domestic,VER
2021-07-28T10:24:42Z,14246,GS1-1-IN-GS1021-16-2019-21333-1-14246,2019,Energy Efficiency - Domestic,VER
2021-07-28T10:07:01Z,9151,GS1-1-CM-GS5444-16-2020-21332-1-9151,2020,Energy Efficiency - Domestic,VER
2021-07-28T10:07:01Z,849,GS1-1-CM-GS5444-16-2019-21331-1-849,2019,Energy Efficiency - Domestic,VER
2021-07-28T09:06:43Z,84092,IN-5-260412445-2-2-0-4930 - IN-5-260496536-2-2-0-4930,2019,Wind,CER
2021-07-28T09:05:14Z,76459,IN-5-260335986-2-2-0-4930 - IN-5-260412444-2-2-0-4930,2018,Wind,CER
2021-07-28T07:24:18Z,93878,GS1-1-KH-GS1020-16-2020-21328-1-93878,2020,Energy Efficiency - Domestic,VER
2021-07-27T04:30:35Z,29500,RW-5-1642156-2-2-0- 6207 - RW-5-1671655-2-2-0- 6207,2020,Energy Efficiency - Domestic,CER
2021-07-27T04:29:26Z,15708,RW-5-1552796-2-2-0- 6207 - RW-5-1568503-2-2-0- 6207,2019,Energy Efficiency - Domestic,CER
2021-07-27T04:26:54Z,17335,RW-5-1624821-2-2-0- 6207 - RW-5-1642155-2-2-0- 6207,2020,Energy Efficiency - Domestic,CER
2021-07-27T04:26:04Z,17526,RW-5-1535270-2-2-0- 6207 - RW-5-1552795-2-2-0- 6207,2019,Energy Efficiency - Domestic,CER
2021-07-27T04:23:11Z,16984,RW-5-1607837-2-2-0- 6207 - RW-5-1624820-2-2-0- 6207,2020,Energy Efficiency - Domestic,CER
2021-07-27T04:22:23Z,17170,RW-5-1518100-2-2-0- 6207 - RW-5-1535269-2-2-0- 6207,2019,Energy Efficiency - Domestic,CER
2021-07-27T04:20:02Z,19858,RW-5-1587979-2-2-0- 6207 - RW-5-1607836-2-2-0- 6207,2020,Energy Efficiency - Domestic,CER
2021-07-27T04:18:49Z,20077,RW-5-1498023-2-2-0- 6207 - RW-5-1518099-2-2-0- 6207,2019,Energy Efficiency - Domestic,CER
2021-07-27T04:05:00Z,19475,RW-5-1568504-2-2-0- 6207 - RW-5-1587978-2-2-0- 6207,2020,Energy Efficiency - Domestic,CER
2021-07-27T04:00:50Z,19689,RW-5-1478334-2-2-0- 6207 - RW-5-1498022-2-2-0- 6207,2019,Energy Efficiency - Domestic,CER
2021-07-22T04:32:51Z,57055,GS1-1-IN-GS4962-12-2020-21317-1-57055,2020,Wind,VER
2021-07-22T04:32:51Z,114954,GS1-1-IN-GS4962-12-2019-21316-1-114954,2019,Wind,VER
2021-07-22T04:32:50Z,101719,GS1-1-IN-GS4962-12-2018-21315-1-101719,2018,Wind,VER
2021-07-17T07:33:52Z,1906,GS1-1-BO-GS1221-16-2020-21314-1-1906,2020,Energy Efficiency - Domestic,VER
2021-07-17T07:33:52Z,159,GS1-1-BO-GS1221-16-2019-21313-1-159,2019,Energy Efficiency - Domestic,VER
2021-07-16T05:15:39Z,19307,GS1-1-TR-GS753-12-2021-21312-1-19307,2021,Wind,VER
2021-07-16T05:15:39Z,111726,GS1-1-TR-GS753-12-2020-21311-1-111726,2020,Wind,VER
2021-07-16T05:15:39Z,104278,GS1-1-TR-GS753-12-2019-21310-1-104278,2019,Wind,VER
2021-07-16T05:15:39Z,33213,GS1-1-TR-GS753-12-2018-21309-1-33213,2018,Wind,VER
2021-07-16T05:00:45Z,173577,GS1-1-TR-GS608-12-2020-21308-1-173577,2020,Wind,VER
2021-07-16T05:00:45Z,218251,GS1-1-TR-GS608-12-2019-21307-1-218251,2019,Wind,VER
2021-07-16T05:00:45Z,140788,GS1-1-TR-GS608-12-2018-21306-1-140788,2018,Wind,VER
2021-07-16T03:16:30Z,208,GS1-1-LK-GS5923-14-2019-21305-1-208,2019,"Small, Low - Impact Hydro",VER
2021-07-16T03:16:30Z,3503,GS1-1-LK-GS5923-14-2018-21304-1-3503,2018,"Small, Low - Impact Hydro",VER
2021-07-16T03:16:30Z,1827,GS1-1-LK-GS5923-14-2017-21303-1-1827,2017,"Small, Low - Impact Hydro",VER
2021-07-14T10:00:57Z,6787,GS1-1-LK-GS6051-14-2017-21302-1-6787,2017,"Small, Low - Impact Hydro",VER
2021-07-14T10:00:57Z,614,GS1-1-LK-GS6051-14-2016-21301-1-614,2016,"Small, Low - Impact Hydro",VER
2021-07-12T02:25:07Z,10641,GS1-1-IN-GS3971-4-2020-21300-1-10641,2020,Biogas - Heat,VER
2021-07-12T02:25:07Z,25357,GS1-1-IN-GS3971-4-2019-21299-1-25357,2019,Biogas - Heat,VER
2021-07-12T02:25:07Z,12577,GS1-1-IN-GS3971-4-2018-21298-1-12577,2018,Biogas - Heat,VER
2021-07-09T10:09:23Z,14584,GS1-1-CN-GS7606-3-2021-21297-1-14584,2021,Solar Thermal - Heat,VER
2021-07-09T10:09:23Z,85957,GS1-1-CN-GS7606-3-2020-21296-1-85957,2020,Solar Thermal - Heat,VER
2021-07-08T04:21:42Z,119902,GS1-1-TR-GS744-12-2019-21295-1-119902,2019,Wind,VER
2021-07-08T04:21:42Z,117354,GS1-1-TR-GS744-12-2018-21294-1-117354,2018,Wind,VER
2021-07-08T04:21:42Z,50014,GS1-1-TR-GS744-12-2017-21293-1-50014,2017,Wind,VER
2021-07-07T13:58:39Z,14442,GS1-1-CN-GS7605-3-2021-21292-1-14442,2021,Solar Thermal - Heat,VER
2021-07-07T13:58:39Z,84898,GS1-1-CN-GS7605-3-2020-21291-1-84898,2020,Solar Thermal - Heat,VER
2021-07-07T13:58:01Z,14704,GS1-1-CN-GS7604-3-2021-21290-1-14704,2021,Solar Thermal - Heat,VER
2021-07-07T13:58:00Z,86770,GS1-1-CN-GS7604-3-2020-21289-1-86770,2020,Solar Thermal - Heat,VER
2021-07-07T12:10:54Z,23651,GS1-1-TR-GS3410-12-2019-21288-1-23651,2019,Wind,VER
2021-07-07T12:10:54Z,33843,GS1-1-TR-GS3410-12-2018-21287-1-33843,2018,Wind,VER
2021-07-07T12:10:54Z,2020,GS1-1-TR-GS3410-12-2017-21286-1-2020,2017,Wind,VER
2021-07-06T10:43:34Z,24392,GS1-1-MW-GS5447-16-2017-21285-1-24392,2017,Energy Efficiency - Domestic,VER
2021-07-06T10:43:34Z,12374,GS1-1-MW-GS5447-16-2016-21284-1-12374,2016,Energy Efficiency - Domestic,VER
2021-07-06T10:36:32Z,28439,GS1-1-MW-GS5383-16-2017-21283-1-28439,2017,Energy Efficiency - Domestic,VER
2021-07-06T10:36:32Z,9455,GS1-1-MW-GS5383-16-2016-21282-1-9455,2016,Energy Efficiency - Domestic,VER
2021-07-06T07:17:56Z,2177,GS1-1-HN-GS3326-16-2020-21281-1-2177,2020,Energy Efficiency - Domestic,VER
2021-07-06T07:17:56Z,6777,GS1-1-HN-GS3326-16-2019-21280-1-6777,2019,Energy Efficiency - Domestic,VER
2021-07-03T10:18:06Z,559,GS1-1-TG-GS1147-21-2020-21279-1-559,2020,Other,VER
2021-07-02T07:39:03Z,62862,GS1-1-IN-GS5523-2-2020-21278-1-62862,2020,Solar Thermal - Electricity,VER
2021-07-02T07:39:03Z,12138,GS1-1-IN-GS5523-2-2019-21277-1-12138,2019,Solar Thermal - Electricity,VER
2021-07-01T08:48:21Z,111893,GS1-1-ID-GS4813-12-2020-21276-1-111893,2020,Wind,VER
2021-07-01T08:48:21Z,140222,GS1-1-ID-GS4813-12-2019-21275-1-140222,2019,Wind,VER
2021-06-30T08:51:37Z,6737,GS1-1-TR-GS4442-12-2021-21274-1-6737,2021,Wind,VER
2021-06-30T08:51:37Z,51321,GS1-1-TR-GS4442-12-2020-21273-1-51321,2020,Wind,VER
2021-06-30T08:51:37Z,41490,GS1-1-TR-GS4442-12-2019-21272-1-41490,2019,Wind,VER
2021-06-30T08:33:15Z,635,GS1-1-MM-GS7465-16-2021-21271-1-635,2021,Energy Efficiency - Domestic,VER
2021-06-30T08:33:15Z,6994,GS1-1-MM-GS7465-16-2020-21270-1-6994,2020,Energy Efficiency - Domestic,VER
2021-06-30T08:04:34Z,82453,GS1-1-CN-GS397-21-2020-21269-1-82453,2020,Other,VER
2021-06-30T08:04:34Z,135328,GS1-1-CN-GS397-21-2019-21268-1-135328,2019,Other,VER
2021-06-30T08:04:34Z,99461,GS1-1-CN-GS397-21-2018-21267-1-99461,2018,Other,VER
2021-06-30T07:33:49Z,7997,GS1-1-ID-GS7561-21-2020-21266-1-7997,2020,Other,VER
2021-06-30T07:33:49Z,7953,GS1-1-ID-GS7561-21-2019-21265-1-7953,2019,Other,VER
2021-06-30T07:33:49Z,71,GS1-1-ID-GS7561-21-2018-21264-1-71,2018,Other,VER
2021-06-30T04:14:00Z,225482,GS1-1-GH-GS2094-16-2020-21263-1-225482,2020,Energy Efficiency - Domestic,VER
2021-06-30T04:14:00Z,118702,GS1-1-GH-GS2094-16-2019-21262-1-118702,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:38:20Z,1657,GS1-1-RW-GS7401-16-2020-21261-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:38:20Z,324,GS1-1-RW-GS7401-16-2019-21260-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:37:21Z,1657,GS1-1-RW-GS7400-16-2020-21259-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:37:21Z,324,GS1-1-RW-GS7400-16-2019-21258-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:36:17Z,1657,GS1-1-RW-GS7399-16-2020-21257-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:36:17Z,324,GS1-1-RW-GS7399-16-2019-21256-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:34:43Z,1657,GS1-1-RW-GS7398-16-2020-21255-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:34:43Z,324,GS1-1-RW-GS7398-16-2019-21254-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:33:32Z,1657,GS1-1-RW-GS7397-16-2020-21253-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:33:31Z,324,GS1-1-RW-GS7397-16-2019-21252-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:32:12Z,1657,GS1-1-RW-GS7396-16-2020-21251-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:32:12Z,324,GS1-1-RW-GS7396-16-2019-21250-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:31:03Z,1657,GS1-1-RW-GS7395-16-2020-21249-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:31:03Z,324,GS1-1-RW-GS7395-16-2019-21248-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:29:30Z,1657,GS1-1-RW-GS7150-16-2020-21247-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:29:30Z,324,GS1-1-RW-GS7150-16-2019-21246-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:28:16Z,1657,GS1-1-RW-GS7149-16-2020-21245-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:28:16Z,324,GS1-1-RW-GS7149-16-2019-21244-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:27:05Z,1657,GS1-1-RW-GS7148-16-2020-21243-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:27:05Z,324,GS1-1-RW-GS7148-16-2019-21242-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:25:50Z,1657,GS1-1-RW-GS7147-16-2020-21241-1-1657,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:25:50Z,324,GS1-1-RW-GS7147-16-2019-21240-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-27T16:24:11Z,1655,GS1-1-RW-GS6189-16-2020-21239-1-1655,2020,Energy Efficiency - Domestic,VER
2021-06-27T16:24:11Z,324,GS1-1-RW-GS6189-16-2019-21238-1-324,2019,Energy Efficiency - Domestic,VER
2021-06-24T12:51:25Z,218795,GS1-1-CN-GS6753-12-2020-21237-1-218795,2020,Wind,VER
2021-06-24T12:51:25Z,81205,GS1-1-CN-GS6753-12-2019-21236-1-81205,2019,Wind,VER
2021-06-23T07:42:23Z,50000,GS1-1-IN-GS5519-2-2019-21235-1-50000,2019,Solar Thermal - Electricity,VER
2021-06-23T07:08:35Z,90954,GS1-1-IN-GS4426-12-2019-21234-1-90954,2019,Wind,VER
2021-06-23T07:08:35Z,80950,GS1-1-IN-GS4426-12-2018-21233-1-80950,2018,Wind,VER
2021-06-23T04:42:14Z,486,GS1-1-BO-GS2421-16-2019-21232-1-486,2019,Energy Efficiency - Domestic,VER
2021-06-23T04:42:14Z,486,GS1-1-BO-GS2421-16-2018-21231-1-486,2018,Energy Efficiency - Domestic,VER
2021-06-23T04:42:14Z,486,GS1-1-BO-GS2421-16-2017-21230-1-486,2017,Energy Efficiency - Domestic,VER
2021-06-23T03:51:38Z,6389,GS1-1-UG-GS7153-16-2018-21229-1-6389,2018,Energy Efficiency - Domestic,VER
2021-06-23T03:51:38Z,9,GS1-1-UG-GS7153-16-2017-21228-1-9,2017,Energy Efficiency - Domestic,VER
2021-06-22T14:42:15Z,5170,GS1-1-TR-GS745-5-2017-21227-1-5170,2017,Biogas - Electricity,VER
2021-06-22T14:42:15Z,85589,GS1-1-TR-GS745-5-2016-21226-1-85589,2016,Biogas - Electricity,VER
2021-06-22T14:42:15Z,55866,GS1-1-TR-GS745-5-2015-21225-1-55866,2015,Biogas - Electricity,VER
2021-06-22T14:42:15Z,8975,GS1-1-TR-GS745-5-2014-21224-1-8975,2014,Biogas - Electricity,VER
2021-06-21T10:44:46Z,102839,GS1-1-IN-GS7469-12-2020-21223-1-102839,2020,Wind,VER
2021-06-21T10:44:46Z,92074,GS1-1-IN-GS7469-12-2019-21222-1-92074,2019,Wind,VER
2021-06-18T08:12:36Z,612,GS1-1-UG-GS7366-16-2020-21221-1-612,2020,Energy Efficiency - Domestic,VER
2021-06-18T08:12:36Z,735,GS1-1-UG-GS7366-16-2019-21220-1-735,2019,Energy Efficiency - Domestic,VER
2021-06-18T08:09:31Z,561,GS1-1-UG-GS7365-16-2020-21219-1-561,2020,Energy Efficiency - Domestic,VER
2021-06-18T08:09:31Z,672,GS1-1-UG-GS7365-16-2019-21218-1-672,2019,Energy Efficiency - Domestic,VER
2021-06-18T08:03:47Z,698,GS1-1-UG-GS7364-16-2020-21217-1-698,2020,Energy Efficiency - Domestic,VER
2021-06-18T08:03:47Z,1111,GS1-1-UG-GS7364-16-2019-21216-1-1111,2019,Energy Efficiency - Domestic,VER
2021-06-18T08:02:10Z,561,GS1-1-UG-GS7363-16-2020-21215-1-561,2020,Energy Efficiency - Domestic,VER
2021-06-18T08:02:10Z,1233,GS1-1-UG-GS7363-16-2019-21214-1-1233,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:59:28Z,561,GS1-1-UG-GS7362-16-2020-21213-1-561,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:59:28Z,1237,GS1-1-UG-GS7362-16-2019-21212-1-1237,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:57:58Z,477,GS1-1-UG-GS6351-16-2020-21211-1-477,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:57:58Z,1574,GS1-1-UG-GS6351-16-2019-21210-1-1574,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:56:20Z,543,GS1-1-UG-GS6350-16-2020-21209-1-543,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:56:20Z,1563,GS1-1-UG-GS6350-16-2019-21208-1-1563,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:52:44Z,532,GS1-1-UG-GS6349-16-2020-21207-1-532,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:52:44Z,1601,GS1-1-UG-GS6349-16-2019-21206-1-1601,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:46:55Z,540,GS1-1-UG-GS5197-16-2020-21205-1-540,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:46:55Z,1577,GS1-1-UG-GS5197-16-2019-21204-1-1577,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:45:26Z,473,GS1-1-UG-GS5196-16-2020-21203-1-473,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:45:26Z,1372,GS1-1-UG-GS5196-16-2019-21202-1-1372,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:41:01Z,473,GS1-1-UG-GS5194-16-2020-21201-1-473,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:41:01Z,1376,GS1-1-UG-GS5194-16-2019-21200-1-1376,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:39:31Z,557,GS1-1-UG-GS5193-16-2020-21199-1-557,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:39:31Z,1653,GS1-1-UG-GS5193-16-2019-21198-1-1653,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:38:07Z,708,GS1-1-UG-GS5192-16-2020-21197-1-708,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:38:07Z,2083,GS1-1-UG-GS5192-16-2019-21196-1-2083,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:36:07Z,533,GS1-1-UG-GS5191-16-2020-21195-1-533,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:36:07Z,1604,GS1-1-UG-GS5191-16-2019-21194-1-1604,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:24:39Z,291,GS1-1-UG-GS5190-16-2020-21193-1-291,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:24:39Z,1013,GS1-1-UG-GS5190-16-2019-21192-1-1013,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:22:28Z,400,GS1-1-UG-GS5189-16-2020-21191-1-400,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:22:28Z,1203,GS1-1-UG-GS5189-16-2019-21190-1-1203,2019,Energy Efficiency - Domestic,VER
2021-06-18T07:17:07Z,536,GS1-1-UG-GS5188-16-2020-21189-1-536,2020,Energy Efficiency - Domestic,VER
2021-06-18T07:17:07Z,1589,GS1-1-UG-GS5188-16-2019-21188-1-1589,2019,Energy Efficiency - Domestic,VER
2021-06-18T06:37:17Z,536,GS1-1-UG-GS5187-16-2020-21187-1-536,2020,Energy Efficiency - Domestic,VER
2021-06-18T06:37:17Z,1565,GS1-1-UG-GS5187-16-2019-21186-1-1565,2019,Energy Efficiency - Domestic,VER
2021-06-18T06:35:38Z,557,GS1-1-UG-GS5186-16-2020-21185-1-557,2020,Energy Efficiency - Domestic,VER
2021-06-18T06:35:38Z,1759,GS1-1-UG-GS5186-16-2019-21184-1-1759,2019,Energy Efficiency - Domestic,VER
2021-06-18T06:30:32Z,604,GS1-1-UG-GS5106-16-2020-21183-1-604,2020,Energy Efficiency - Domestic,VER
2021-06-18T06:30:32Z,1739,GS1-1-UG-GS5106-16-2019-21182-1-1739,2019,Energy Efficiency - Domestic,VER
2021-06-15T16:02:25Z,7861,CN-5-1114964443-2-2-0-2898 - CN-5-1114972303-2-2-0-2898,2019,Biogas - Heat,CER
2021-06-15T16:01:25Z,7839,CN-5-1114956604-2-2-0-2898 - CN-5-1114964442-2-2-0-2898,2019,Biogas - Heat,CER
2021-06-15T16:00:12Z,7839,CN-5-1114948765-2-2-0-2898 - CN-5-1114956603-2-2-0-2898,2019,Biogas - Heat,CER
