Issuance Date,Quantity Issued,Serial Number,Vintage1,Project Type,Product Type
2023-06-20T09:39:48Z,315690,GS1-1-UG-GS2296-16-2022-24653-1-315690,2022,Energy Efficiency - Domestic,VER
2023-06-20T09:39:48Z,3943,GS1-1-UG-GS2296-16-2021-24652-1-3943,2021,Energy Efficiency - Domestic,VER
2023-06-15T15:27:26Z,15598,GS1-1-ER-GS5125-16-2021-24651-1-15598,2021,Energy Efficiency - Domestic,VER
2023-06-15T15:27:26Z,44552,GS1-1-ER-GS5125-16-2020-24650-1-44552,2020,Energy Efficiency - Domestic,VER
2023-06-15T11:49:12Z,18048,IN-5-274988712-2-2-0-7433 - IN-5-275006759-2-2-0-7433,2020,Wind,GS CER
2023-06-15T11:48:48Z,21670,IN-5-274967042-2-2-0-7433 - IN-5-274988711-2-2-0-7433,2019,Wind,GS CER
2023-06-15T11:48:18Z,2836,IN-5-274964206-2-2-0-7433 - IN-5-274967041-2-2-0-7433,2018,Wind,GS CER
2023-06-14T11:31:03Z,220301,GS1-1-CN-GS11256-13-2023-24646-1-220301,2023,Geothermal,VER
2023-06-14T11:31:03Z,149605,GS1-1-CN-GS11256-13-2022-24645-1-149605,2022,Geothermal,VER
2023-06-14T11:12:11Z,3816,GS1-1-CM-GS4593-21-2021-24644-1-3816,2021,Other,VER
2023-06-13T17:00:14Z,17089,GS1-1-MN-GS2684-16-2022-24643-1-17089,2022,Energy Efficiency - Domestic,VER
2023-06-13T17:00:14Z,65656,GS1-1-MN-GS2684-16-2021-24642-1-65656,2021,Energy Efficiency - Domestic,VER
2023-06-13T17:00:13Z,48568,GS1-1-MN-GS2684-16-2020-24641-1-48568,2020,Energy Efficiency - Domestic,VER
2023-06-13T04:41:09Z,10294,GS1-1-BD-GS11153-16-2022-24640-1-10294,2022,Energy Efficiency - Domestic,VER
2023-06-13T04:39:39Z,14658,GS1-1-BD-GS11152-16-2022-24639-1-14658,2022,Energy Efficiency - Domestic,VER
2023-06-13T04:39:39Z,7744,GS1-1-BD-GS11152-16-2021-24638-1-7744,2021,Energy Efficiency - Domestic,VER
2023-06-13T04:37:36Z,12999,GS1-1-BD-GS11151-16-2022-24637-1-12999,2022,Energy Efficiency - Domestic,VER
2023-06-13T04:37:36Z,8952,GS1-1-BD-GS11151-16-2021-24636-1-8952,2021,Energy Efficiency - Domestic,VER
2023-06-13T04:27:58Z,22686,GS1-1-RW-GS11137-16-2022-24635-1-22686,2022,Energy Efficiency - Domestic,VER
2023-06-13T04:26:29Z,30334,GS1-1-RW-GS11136-16-2022-24634-1-30334,2022,Energy Efficiency - Domestic,VER
2023-06-13T04:26:28Z,2959,GS1-1-RW-GS11136-16-2021-24633-1-2959,2021,Energy Efficiency - Domestic,VER
2023-06-13T04:18:25Z,22813,GS1-1-RW-GS11135-16-2022-24632-1-22813,2022,Energy Efficiency - Domestic,VER
2023-06-13T04:14:41Z,29667,GS1-1-RW-GS11134-16-2022-24631-1-29667,2022,Energy Efficiency - Domestic,VER
2023-06-13T04:14:41Z,5210,GS1-1-RW-GS11134-16-2021-24630-1-5210,2021,Energy Efficiency - Domestic,VER
2023-06-13T04:12:28Z,29373,GS1-1-RW-GS11133-16-2022-24629-1-29373,2022,Energy Efficiency - Domestic,VER
2023-06-13T04:12:28Z,5158,GS1-1-RW-GS11133-16-2021-24628-1-5158,2021,Energy Efficiency - Domestic,VER
2023-06-12T14:20:09Z,5823,GS1-1-UG-GS6604-16-2022-24627-1-5823,2022,Energy Efficiency - Domestic,VER
2023-06-12T14:20:09Z,23934,GS1-1-UG-GS6604-16-2021-24626-1-23934,2021,Energy Efficiency - Domestic,VER
2023-06-12T14:20:09Z,19395,GS1-1-UG-GS6604-16-2020-24625-1-19395,2020,Energy Efficiency - Domestic,VER
2023-06-12T11:20:33Z,15930,GS1-1-IN-GS11455-4-2022-24624-1-15930,2022,Biogas - Heat,VER
2023-06-12T11:20:33Z,48457,GS1-1-IN-GS11455-4-2021-24623-1-48457,2021,Biogas - Heat,VER
2023-06-12T11:20:33Z,2256,GS1-1-IN-GS11455-4-2020-24622-1-2256,2020,Biogas - Heat,VER
2023-06-12T10:44:13Z,250934,GS1-1-CN-GS11400-13-2023-24621-1-250934,2023,Geothermal,VER
2023-06-12T10:44:13Z,170914,GS1-1-CN-GS11400-13-2022-24620-1-170914,2022,Geothermal,VER
2023-06-12T09:32:52Z,4586,GS1-1-ER-GS4036-16-2022-24619-1-4586,2022,Energy Efficiency - Domestic,VER
2023-06-12T09:32:52Z,3310,GS1-1-ER-GS4036-16-2021-24618-1-3310,2021,Energy Efficiency - Domestic,VER
2023-06-12T09:25:10Z,2632,GS1-1-ER-GS3262-16-2022-24617-1-2632,2022,Energy Efficiency - Domestic,VER
2023-06-12T09:23:34Z,1439,GS1-1-ER-GS3262-16-2022-24616-1-1439,2022,Energy Efficiency - Domestic,VER
2023-06-12T09:23:34Z,3263,GS1-1-ER-GS3262-16-2021-24615-1-3263,2021,Energy Efficiency - Domestic,VER
2023-06-12T08:29:07Z,35258,GS1-1-ET-GS11149-16-2021-24614-1-35258,2021,Energy Efficiency - Domestic,VER
2023-06-12T08:27:39Z,35518,GS1-1-ET-GS11148-16-2021-24613-1-35518,2021,Energy Efficiency - Domestic,VER
2023-06-12T08:25:00Z,35883,GS1-1-ET-GS11147-16-2021-24612-1-35883,2021,Energy Efficiency - Domestic,VER
2023-06-12T08:01:47Z,14362,GS1-1-MN-GS2685-16-2022-24611-1-14362,2022,Energy Efficiency - Domestic,VER
2023-06-12T08:01:47Z,55666,GS1-1-MN-GS2685-16-2021-24610-1-55666,2021,Energy Efficiency - Domestic,VER
2023-06-12T08:01:47Z,42198,GS1-1-MN-GS2685-16-2020-24609-1-42198,2020,Energy Efficiency - Domestic,VER
2023-06-12T07:54:08Z,16438,GS1-1-MN-GS2687-16-2022-24608-1-16438,2022,Energy Efficiency - Domestic,VER
2023-06-12T07:54:07Z,63524,GS1-1-MN-GS2687-16-2021-24607-1-63524,2021,Energy Efficiency - Domestic,VER
2023-06-12T07:54:07Z,47763,GS1-1-MN-GS2687-16-2020-24606-1-47763,2020,Energy Efficiency - Domestic,VER
2023-06-12T07:43:32Z,15003,GS1-1-MN-GS2686-16-2022-24605-1-15003,2022,Energy Efficiency - Domestic,VER
2023-06-12T07:43:32Z,58078,GS1-1-MN-GS2686-16-2021-24604-1-58078,2021,Energy Efficiency - Domestic,VER
2023-06-12T07:43:32Z,43879,GS1-1-MN-GS2686-16-2020-24603-1-43879,2020,Energy Efficiency - Domestic,VER
2023-06-12T03:31:33Z,16300,GS1-1-MN-GS2435-16-2022-24602-1-16300,2022,Energy Efficiency - Domestic,VER
2023-06-12T03:31:33Z,63319,GS1-1-MN-GS2435-16-2021-24601-1-63319,2021,Energy Efficiency - Domestic,VER
2023-06-12T03:31:33Z,48292,GS1-1-MN-GS2435-16-2020-24600-1-48292,2020,Energy Efficiency - Domestic,VER
2023-06-09T14:46:52Z,44562,GS1-1-KE-GS7587-4-2021-24599-1-44562,2021,Biogas - Heat,VER
2023-06-09T14:46:52Z,19131,GS1-1-KE-GS7587-4-2020-24598-1-19131,2020,Biogas - Heat,VER
2023-06-09T13:19:39Z,79032,GS1-1-CN-GS7434-3-2022-24597-1-79032,2022,Solar Thermal - Heat,VER
2023-06-09T13:15:42Z,79903,GS1-1-CN-GS7433-3-2022-24596-1-79903,2022,Solar Thermal - Heat,VER
2023-06-08T10:53:16Z,143226,GS1-1-BI-GS11140-16-2021-24595-1-143226,2021,Energy Efficiency - Domestic,VER
2023-06-08T10:53:16Z,15558,GS1-1-BI-GS11140-16-2020-24594-1-15558,2020,Energy Efficiency - Domestic,VER
2023-06-02T08:23:51Z,6432,GS1-1-IN-GS7467-2-2022-24593-1-6432,2022,Solar Thermal - Electricity,VER
2023-06-02T08:23:51Z,23287,GS1-1-IN-GS7467-2-2021-24592-1-23287,2021,Solar Thermal - Electricity,VER
2023-06-02T07:50:42Z,53089,GS1-1-TR-GS683-12-2022-24591-1-53089,2022,Wind,VER
2023-06-02T07:50:42Z,71262,GS1-1-TR-GS683-12-2021-24590-1-71262,2021,Wind,VER
2023-06-02T07:50:42Z,45960,GS1-1-TR-GS683-12-2020-24589-1-45960,2020,Wind,VER
2023-06-02T04:03:31Z,96402,GS1-1-TR-GS753-12-2022-24588-1-96402,2022,Wind,VER
2023-06-02T04:03:31Z,104635,GS1-1-TR-GS753-12-2021-24587-1-104635,2021,Wind,VER
2023-06-02T03:45:02Z,134456,GS1-1-TR-GS905-12-2022-24586-1-134456,2022,Wind,VER
2023-06-02T03:45:02Z,141600,GS1-1-TR-GS905-12-2021-24585-1-141600,2021,Wind,VER
2023-05-31T16:14:12Z,2120,GS1-1-MZ-GS7647-16-2022-24584-1-2120,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:13:46Z,13240,GS1-1-MZ-GS7646-16-2022-24583-1-13240,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:13:25Z,22813,GS1-1-MZ-GS7645-16-2022-24582-1-22813,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:11:06Z,51313,GS1-1-MZ-GS7644-16-2022-24581-1-51313,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:11:06Z,4409,GS1-1-MZ-GS7644-16-2021-24580-1-4409,2021,Energy Efficiency - Domestic,VER
2023-05-31T16:10:30Z,51762,GS1-1-MZ-GS7643-16-2022-24579-1-51762,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:10:30Z,4483,GS1-1-MZ-GS7643-16-2021-24578-1-4483,2021,Energy Efficiency - Domestic,VER
2023-05-31T16:09:48Z,51790,GS1-1-MZ-GS7642-16-2022-24577-1-51790,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:09:48Z,4481,GS1-1-MZ-GS7642-16-2021-24576-1-4481,2021,Energy Efficiency - Domestic,VER
2023-05-31T16:09:19Z,51756,GS1-1-MZ-GS7641-16-2022-24575-1-51756,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:09:18Z,4476,GS1-1-MZ-GS7641-16-2021-24574-1-4476,2021,Energy Efficiency - Domestic,VER
2023-05-31T16:08:13Z,51441,GS1-1-MZ-GS7640-16-2022-24573-1-51441,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:08:13Z,4067,GS1-1-MZ-GS7640-16-2021-24572-1-4067,2021,Energy Efficiency - Domestic,VER
2023-05-31T16:07:25Z,51970,GS1-1-MZ-GS7639-16-2022-24571-1-51970,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:07:25Z,4463,GS1-1-MZ-GS7639-16-2021-24570-1-4463,2021,Energy Efficiency - Domestic,VER
2023-05-31T16:06:53Z,52037,GS1-1-MZ-GS7638-16-2022-24569-1-52037,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:06:53Z,4482,GS1-1-MZ-GS7638-16-2021-24568-1-4482,2021,Energy Efficiency - Domestic,VER
2023-05-31T16:05:31Z,51911,GS1-1-MZ-GS7637-16-2022-24567-1-51911,2022,Energy Efficiency - Domestic,VER
2023-05-31T16:05:31Z,4445,GS1-1-MZ-GS7637-16-2021-24566-1-4445,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:58:18Z,3310,GS1-1-ZW-GS6523-16-2021-24565-1-3310,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:58:18Z,1457,GS1-1-ZW-GS6523-16-2020-24564-1-1457,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:57:27Z,3777,GS1-1-ZW-GS6522-16-2021-24563-1-3777,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:57:27Z,1874,GS1-1-ZW-GS6522-16-2020-24562-1-1874,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:54:41Z,3219,GS1-1-ZW-GS6521-16-2021-24561-1-3219,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:54:41Z,1617,GS1-1-ZW-GS6521-16-2020-24560-1-1617,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:53:49Z,3037,GS1-1-ZW-GS6520-16-2021-24559-1-3037,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:53:49Z,1532,GS1-1-ZW-GS6520-16-2020-24558-1-1532,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:51:57Z,2919,GS1-1-ZW-GS6519-16-2021-24557-1-2919,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:51:57Z,1453,GS1-1-ZW-GS6519-16-2020-24556-1-1453,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:50:27Z,3017,GS1-1-ZW-GS6518-16-2021-24555-1-3017,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:50:27Z,1569,GS1-1-ZW-GS6518-16-2020-24554-1-1569,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:44:34Z,2687,GS1-1-ZW-GS6523-16-2020-24553-1-2687,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:44:34Z,3252,GS1-1-ZW-GS6523-16-2019-24552-1-3252,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:43:47Z,3329,GS1-1-ZW-GS6522-16-2020-24551-1-3329,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:43:47Z,3138,GS1-1-ZW-GS6522-16-2019-24550-1-3138,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:43:22Z,3252,GS1-1-ZW-GS6521-16-2020-24549-1-3252,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:43:22Z,3033,GS1-1-ZW-GS6521-16-2019-24548-1-3033,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:42:54Z,3564,GS1-1-ZW-GS6520-16-2020-24547-1-3564,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:42:54Z,3024,GS1-1-ZW-GS6520-16-2019-24546-1-3024,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:42:24Z,3317,GS1-1-ZW-GS6519-16-2020-24545-1-3317,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:42:24Z,3302,GS1-1-ZW-GS6519-16-2019-24544-1-3302,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:40:47Z,3559,GS1-1-ZW-GS6518-16-2020-24543-1-3559,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:40:47Z,3016,GS1-1-ZW-GS6518-16-2019-24542-1-3016,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:24:12Z,2975,GS1-1-ZM-GS7460-16-2021-24541-1-2975,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:24:12Z,1770,GS1-1-ZM-GS7460-16-2020-24540-1-1770,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:23:57Z,1600,GS1-1-ZM-GS7460-16-2020-24539-1-1600,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:23:57Z,51,GS1-1-ZM-GS7460-16-2019-24538-1-51,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:23:26Z,4023,GS1-1-ZM-GS7459-16-2021-24537-1-4023,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:23:26Z,2306,GS1-1-ZM-GS7459-16-2020-24536-1-2306,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:23:10Z,2590,GS1-1-ZM-GS7459-16-2020-24535-1-2590,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:23:10Z,663,GS1-1-ZM-GS7459-16-2019-24534-1-663,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:22:45Z,3116,GS1-1-ZM-GS7458-16-2021-24533-1-3116,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:22:45Z,1904,GS1-1-ZM-GS7458-16-2020-24532-1-1904,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:22:25Z,1629,GS1-1-ZM-GS7458-16-2020-24531-1-1629,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:22:25Z,316,GS1-1-ZM-GS7458-16-2019-24530-1-316,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:21:51Z,3428,GS1-1-ZM-GS7457-16-2021-24529-1-3428,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:21:51Z,1830,GS1-1-ZM-GS7457-16-2020-24528-1-1830,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:21:29Z,1107,GS1-1-ZM-GS7457-16-2020-24527-1-1107,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:21:29Z,232,GS1-1-ZM-GS7457-16-2019-24526-1-232,2019,Energy Efficiency - Domestic,VER
2023-05-31T13:19:01Z,3771,GS1-1-ZM-GS7456-16-2021-24525-1-3771,2021,Energy Efficiency - Domestic,VER
2023-05-31T13:19:01Z,2095,GS1-1-ZM-GS7456-16-2020-24524-1-2095,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:18:14Z,1647,GS1-1-ZM-GS7456-16-2020-24523-1-1647,2020,Energy Efficiency - Domestic,VER
2023-05-31T13:18:14Z,140,GS1-1-ZM-GS7456-16-2019-24522-1-140,2019,Energy Efficiency - Domestic,VER
2023-05-31T12:14:56Z,84025,GS1-1-TR-GS1091-12-2021-24521-1-84025,2021,Wind,VER
2023-05-31T12:14:56Z,74622,GS1-1-TR-GS1091-12-2020-24520-1-74622,2020,Wind,VER
2023-05-31T09:31:42Z,1441,GS1-1-UG-GS11042-16-2022-24519-1-1441,2022,Energy Efficiency - Domestic,VER
2023-05-31T09:31:42Z,830,GS1-1-UG-GS11042-16-2021-24518-1-830,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:24:22Z,23652,GS1-1-UG-GS11534-16-2021-24517-1-23652,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:22:53Z,24215,GS1-1-UG-GS11533-16-2021-24516-1-24215,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:21:05Z,24804,GS1-1-UG-GS11532-16-2021-24514-1-24804,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:20:06Z,25565,GS1-1-UG-GS11531-16-2021-24513-1-25565,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:18:54Z,26096,GS1-1-UG-GS11530-16-2021-24512-1-26096,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:17:52Z,26307,GS1-1-UG-GS11529-16-2021-24511-1-26307,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:16:44Z,26422,GS1-1-UG-GS11528-16-2021-24510-1-26422,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:15:46Z,26625,GS1-1-UG-GS11527-16-2021-24509-1-26625,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:14:39Z,26869,GS1-1-UG-GS11526-16-2021-24508-1-26869,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:12:00Z,27160,GS1-1-UG-GS11525-16-2021-24507-1-27160,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:11:05Z,27402,GS1-1-UG-GS11524-16-2021-24506-1-27402,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:10:05Z,27615,GS1-1-UG-GS11523-16-2021-24505-1-27615,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:08:51Z,27825,GS1-1-UG-GS11522-16-2021-24504-1-27825,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:04:59Z,27884,GS1-1-UG-GS11521-16-2021-24503-1-27884,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:02:45Z,28063,GS1-1-UG-GS11520-16-2021-24502-1-28063,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:01:23Z,28267,GS1-1-UG-GS11519-16-2021-24501-1-28267,2021,Energy Efficiency - Domestic,VER
2023-05-31T04:00:23Z,28529,GS1-1-UG-GS11518-16-2021-24500-1-28529,2021,Energy Efficiency - Domestic,VER
2023-05-31T03:58:51Z,28800,GS1-1-UG-GS11517-16-2021-24499-1-28800,2021,Energy Efficiency - Domestic,VER
2023-05-31T03:51:32Z,29165,GS1-1-UG-GS11516-16-2021-24498-1-29165,2021,Energy Efficiency - Domestic,VER
2023-05-31T03:50:21Z,29436,GS1-1-UG-GS11515-16-2021-24497-1-29436,2021,Energy Efficiency - Domestic,VER
2023-05-31T03:45:43Z,29844,GS1-1-UG-GS11514-16-2021-24496-1-29844,2021,Energy Efficiency - Domestic,VER
2023-05-31T03:44:18Z,30270,GS1-1-UG-GS11513-16-2021-24495-1-30270,2021,Energy Efficiency - Domestic,VER
2023-05-31T03:18:24Z,1092,GS1-1-ET-GS10989-16-2022-24494-1-1092,2022,Energy Efficiency - Domestic,VER
2023-05-31T03:18:24Z,5467,GS1-1-ET-GS10989-16-2021-24493-1-5467,2021,Energy Efficiency - Domestic,VER
2023-05-31T03:15:34Z,1085,GS1-1-ET-GS10988-16-2022-24492-1-1085,2022,Energy Efficiency - Domestic,VER
2023-05-31T03:15:34Z,8681,GS1-1-ET-GS10988-16-2021-24491-1-8681,2021,Energy Efficiency - Domestic,VER
2023-05-30T12:34:16Z,70168,GS1-1-KE-GS11331-16-2022-24490-1-70168,2022,Energy Efficiency - Domestic,VER
2023-05-30T12:34:16Z,287468,GS1-1-KE-GS11331-16-2021-24489-1-287468,2021,Energy Efficiency - Domestic,VER
2023-05-30T12:34:16Z,10699,GS1-1-KE-GS11331-16-2020-24488-1-10699,2020,Energy Efficiency - Domestic,VER
2023-05-30T12:07:58Z,133073,GS1-1-TR-GS1138-12-2022-24487-1-133073,2022,Wind,VER
2023-05-30T12:07:58Z,203270,GS1-1-TR-GS1138-12-2021-24486-1-203270,2021,Wind,VER
2023-05-30T12:07:58Z,42690,GS1-1-TR-GS1138-12-2020-24485-1-42690,2020,Wind,VER
2023-05-30T10:22:17Z,79,GS1-1-IN-GS11409-3-2021-24484-1-79,2021,Solar Thermal - Heat,GS CER
2023-05-29T09:07:08Z,21610,GS1-1-UG-GS11236-16-2021-24483-1-21610,2021,Energy Efficiency - Domestic,GS CER
2023-05-29T09:06:14Z,749,GS1-1-UG-GS11235-16-2021-24482-1-749,2021,Energy Efficiency - Domestic,GS CER
2023-05-29T09:05:04Z,748,GS1-1-UG-GS11234-16-2021-24481-1-748,2021,Energy Efficiency - Domestic,GS CER
2023-05-29T09:04:06Z,798,GS1-1-UG-GS11233-16-2021-24480-1-798,2021,Energy Efficiency - Domestic,GS CER
2023-05-29T09:02:53Z,21906,GS1-1-UG-GS11232-16-2021-24479-1-21906,2021,Energy Efficiency - Domestic,GS CER
2023-05-29T08:59:29Z,24931,GS1-1-UG-GS11231-16-2021-24478-1-24931,2021,Energy Efficiency - Domestic,GS CER
2023-05-29T08:57:51Z,23186,GS1-1-UG-GS11230-16-2021-24477-1-23186,2021,Energy Efficiency - Domestic,GS CER
2023-05-29T08:56:34Z,22717,GS1-1-UG-GS11229-16-2021-24476-1-22717,2021,Energy Efficiency - Domestic,GS CER
2023-05-29T08:55:20Z,26460,GS1-1-UG-GS11228-16-2021-24475-1-26460,2021,Energy Efficiency - Domestic,GS CER
2023-05-29T08:53:11Z,27671,GS1-1-UG-GS11227-16-2021-24474-1-27671,2021,Energy Efficiency - Domestic,VER
2023-05-29T08:41:34Z,4129,GS1-1-IN-GS5007-12-2022-24473-1-4129,2022,Wind,GS CER
2023-05-29T08:41:34Z,40129,GS1-1-IN-GS5007-12-2021-24472-1-40129,2021,Wind,GS CER
2023-05-29T08:41:34Z,27790,GS1-1-IN-GS5007-12-2020-24471-1-27790,2020,Wind,GS CER
2023-05-29T08:12:23Z,12571,GS1-1-IN-GS4446-2-2021-24470-1-12571,2021,Solar Thermal - Electricity,VER
2023-05-29T08:12:23Z,14667,GS1-1-IN-GS4446-2-2020-24469-1-14667,2020,Solar Thermal - Electricity,VER
2023-05-29T08:12:23Z,3380,GS1-1-IN-GS4446-2-2019-24468-1-3380,2019,Solar Thermal - Electricity,VER
2023-05-29T07:57:14Z,5505,IN-5-258010546-2-2-0-8288 - IN-5-258016050-2-2-0-8288,2017,Biogas - Electricity,GS CER
2023-05-29T07:56:10Z,9569,IN-5-258000977-2-2-0-8288 - IN-5-258010545-2-2-0-8288,2016,Biogas - Electricity,GS CER
2023-05-29T07:54:56Z,3735,IN-5-257997242-2-2-0-8288 - IN-5-258000976-2-2-0-8288,2015,Biogas - Electricity,GS CER
2023-05-29T07:40:34Z,58611,GS1-1-TR-GS1237-12-2021-24464-1-58611,2021,Wind,VER
2023-05-29T07:40:34Z,80634,GS1-1-TR-GS1237-12-2020-24463-1-80634,2020,Wind,VER
2023-05-29T07:40:33Z,18647,GS1-1-TR-GS1237-12-2019-24462-1-18647,2019,Wind,VER
2023-05-29T03:58:23Z,2500,GS1-1-HN-GS3326-16-2021-24461-1-2500,2021,Energy Efficiency - Domestic,VER
2023-05-29T03:58:23Z,7500,GS1-1-HN-GS3326-16-2020-24460-1-7500,2020,Energy Efficiency - Domestic,VER
2023-05-29T03:33:08Z,518,GS1-1-BJ-GS7112-16-2022-24459-1-518,2022,Energy Efficiency - Domestic,VER
2023-05-29T03:33:08Z,2302,GS1-1-BJ-GS7112-16-2021-24458-1-2302,2021,Energy Efficiency - Domestic,VER
2023-05-29T03:15:51Z,154519,GS1-1-IN-GS7572-2-2022-24457-1-154519,2022,Solar Thermal - Electricity,VER
2023-05-29T03:00:56Z,3603,GS1-1-IN-GS6830-2-2022-24456-1-3603,2022,Solar Thermal - Electricity,VER
2023-05-29T03:00:56Z,1091,GS1-1-IN-GS6830-2-2021-24455-1-1091,2021,Solar Thermal - Electricity,VER
2023-05-25T16:39:29Z,22533,GS1-1-NI-GS828-12-2022-24451-1-22533,2022,Wind,VER
2023-05-25T16:39:29Z,35033,GS1-1-NI-GS828-12-2021-24450-1-35033,2021,Wind,VER
2023-05-25T03:06:27Z,10114,IN-5-296456702-2-2-0-8103 - IN-5-296466815-2-2-0-8103,2020,Wind,VER
2023-05-25T03:04:15Z,11273,IN-5-296445429-2-2-0-8103 - IN-5-296456701-2-2-0-8103 ,2019,Wind,VER
2023-05-24T08:05:42Z,7345,GS1-1-KE-GS11305-16-2022-24447-1-7345,2022,Energy Efficiency - Domestic,VER
2023-05-24T08:03:41Z,9965,GS1-1-KE-GS11304-16-2022-24446-1-9965,2022,Energy Efficiency - Domestic,VER
2023-05-24T08:02:02Z,24396,GS1-1-KE-GS11303-16-2022-24445-1-24396,2022,Energy Efficiency - Domestic,VER
2023-05-24T08:00:12Z,24093,GS1-1-KE-GS11302-16-2022-24444-1-24093,2022,Energy Efficiency - Domestic,VER
2023-05-24T07:58:55Z,23020,GS1-1-KE-GS11301-16-2022-24443-1-23020,2022,Energy Efficiency - Domestic,VER
2023-05-24T07:57:05Z,26002,GS1-1-KE-GS11300-16-2022-24442-1-26002,2022,Energy Efficiency - Domestic,VER
2023-05-24T07:55:15Z,24697,GS1-1-KE-GS11299-16-2022-24441-1-24697,2022,Energy Efficiency - Domestic,VER
2023-05-24T07:51:15Z,23127,GS1-1-KE-GS11298-5-2022-24440-1-23127,2022,Biogas - Electricity,VER
2023-05-24T07:49:46Z,24245,GS1-1-KE-GS11297-5-2022-24439-1-24245,2022,Biogas - Electricity,VER
2023-05-24T07:47:56Z,23690,GS1-1-KE-GS11296-16-2022-24438-1-23690,2022,Energy Efficiency - Domestic,VER
2023-05-24T07:46:27Z,24459,GS1-1-KE-GS11295-16-2022-24437-1-24459,2022,Energy Efficiency - Domestic,VER
2023-05-24T07:44:59Z,25834,GS1-1-KE-GS11294-16-2022-24436-1-25834,2022,Energy Efficiency - Domestic,VER
2023-05-24T07:43:04Z,25250,GS1-1-KE-GS11293-16-2022-24435-1-25250,2022,Energy Efficiency - Domestic,VER
2023-05-24T07:41:25Z,23751,GS1-1-KE-GS11292-16-2022-24434-1-23751,2022,Energy Efficiency - Domestic,VER
2023-05-24T07:38:11Z,23586,GS1-1-KE-GS11291-16-2022-24433-1-23586,2022,Energy Efficiency - Domestic,VER
